OrderID,OrderDate,Year,Month,Quarter,CustomerID,SalespersonID,Region,Country,ProductCategory,ProductName,Quantity,UnitPrice_USD,SubTotal_USD,DiscountRate,DiscountAmt_USD,TaxRate,TaxAmt_USD,ShippingCost_USD,TotalAmount_USD,ProfitMargin,Profit_USD,PaymentMethod,ShippingMethod,DeliveryDays,ReturnFlag,CustomerRating
ORD000894,2024-09-25,2024,9,Q3,CUST00372,SP026,Southern Africa,South Africa,Electronics,Tablet,6,163.41,980.46,0.05,49.02,0.16,149.03,6.22,1080.47,0.3107,335.7,Mobile Money,Express,7,No,2.1
ORD000895,2024-07-04,2024,7,Q3,CUST00949,SP020,East Africa,South Africa,Electronics,Smart Watch,17,124.09,2109.61,0.05,105.48,0.16,320.66,4.56,2324.79,0.0984,228.76,Installment,Same Day,12,No,1.8
ORD000896,2022-06-10,2022,6,Q2,CUST00563,SP038,West Africa,UAE,Electronics,Camera,9,288.12,2593.07,0.1,259.31,0.16,373.4,16.03,2707.16,0.3644,986.49,Installment,Same Day,14,No,1.9
ORD000897,2024-02-20,2024,2,Q1,CUST01158,SP008,Europe,Ethiopia,Sports,Bicycle,1,227.38,227.38,0.1,22.74,0.16,32.74,24.58,237.38,0.2727,64.73,Cash,Express,8,No,2.7
ORD000898,2023-08-10,2023,8,Q3,CUST00795,SP038,East Africa,Ghana,Electronics,Tablet,8,192.2,1537.57,0.0,0.0,0.16,246.01,12.29,1783.58,0.1139,203.15,Mobile Money,Economy,2,No,3.2
ORD000899,2024-08-07,2024,8,Q3,CUST01098,SP017,Middle East,South Africa,Beauty,Face Cream,6,19.91,119.44,0.1,11.94,0.16,17.2,8.06,124.7,0.269,33.54,Bank Transfer,Express,13,No,4.3
ORD000900,2022-10-24,2022,10,Q4,CUST00100,SP019,Europe,Uganda,Clothing,Jacket,17,75.34,1280.85,0.15,192.13,0.16,174.2,21.03,1262.92,0.2224,280.87,Credit Card,Same Day,7,No,3.9
ORD000901,2022-12-10,2022,12,Q4,CUST00519,SP034,North Africa,Germany,Clothing,Jeans,2,35.39,70.79,0.05,3.54,0.16,10.76,18.41,78.01,0.173,13.5,Mobile Money,Express,3,No,1.8
ORD000902,2023-11-22,2023,11,Q4,CUST01200,SP028,East Africa,Ghana,Furniture,Bookshelf,7,83.75,586.22,0.0,0.0,0.16,93.8,3.7,680.02,0.309,210.13,Mobile Money,Express,14,No,2.7
ORD000903,2024-05-13,2024,5,Q2,CUST00241,SP032,East Africa,Egypt,Electronics,Laptop,14,376.29,5268.0,0.0,0.0,0.16,842.88,7.99,6110.88,0.3554,2171.81,Credit Card,Express,6,No,1.1
ORD000904,2024-04-08,2024,4,Q2,CUST01059,SP023,East Africa,Egypt,Groceries,Cooking Oil 2L,16,5.16,82.63,0.1,8.26,0.16,11.9,10.58,86.27,0.1198,10.34,Bank Transfer,Standard,7,No,3.3
ORD000905,2022-05-27,2022,5,Q2,CUST01006,SP021,Southern Africa,Ethiopia,Groceries,Rice 5kg,5,7.11,35.56,0.15,5.33,0.16,4.84,6.98,35.07,0.1732,6.07,Mobile Money,Economy,5,No,3.8
ORD000906,2022-06-12,2022,6,Q2,CUST00357,SP011,Europe,Germany,Electronics,Smartphone,9,280.68,2526.13,0.25,631.53,0.16,303.14,22.31,2197.74,0.1343,295.16,Credit Card,Express,12,No,4.0
ORD000907,2022-11-28,2022,11,Q4,CUST00926,SP012,Middle East,Uganda,Sports,Tennis Racket,4,44.54,178.16,0.1,17.82,0.16,25.65,6.3,185.99,0.2344,43.6,Credit Card,Standard,3,No,1.5
ORD000908,2023-12-05,2023,12,Q4,CUST00601,SP033,East Africa,Egypt,Clothing,Sneakers,14,86.62,1212.75,0.05,60.64,0.16,184.34,20.24,1336.45,0.0814,108.79,Credit Card,Standard,4,No,3.0
ORD000909,2023-04-13,2023,4,Q2,CUST00334,SP003,East Africa,UAE,Groceries,Rice 5kg,19,8.18,155.4,0.2,31.08,0.16,19.89,19.05,144.21,0.3162,45.6,Bank Transfer,Standard,8,No,4.5
ORD000910,2023-10-05,2023,10,Q4,CUST00082,SP026,Europe,Tanzania,Sports,Running Shoes,18,70.94,1276.84,0.0,0.0,0.16,204.29,2.28,1481.13,0.0944,139.82,Mobile Money,Same Day,10,No,1.7
ORD000911,2023-10-11,2023,10,Q4,CUST00595,SP023,Southern Africa,Nigeria,Beauty,Sunscreen,12,14.75,177.06,0.1,17.71,0.16,25.5,8.42,184.85,0.1435,26.53,Bank Transfer,Standard,11,No,1.3
ORD000912,2023-08-20,2023,8,Q3,CUST00679,SP020,West Africa,Ethiopia,Clothing,Sneakers,4,81.52,326.07,0.0,0.0,0.16,52.17,13.75,378.24,0.3688,139.49,Bank Transfer,Standard,12,No,2.0
ORD000913,2023-07-02,2023,7,Q3,CUST00874,SP038,North Africa,Kenya,Clothing,Sneakers,13,85.16,1107.02,0.15,166.05,0.16,150.56,7.04,1091.53,0.3581,390.88,Installment,Economy,7,No,1.4
ORD000914,2024-03-20,2024,3,Q1,CUST00225,SP005,Middle East,UAE,Electronics,Laptop,17,371.38,6313.39,0.1,631.34,0.16,909.13,20.81,6591.18,0.29,1911.44,Mobile Money,Same Day,11,No,1.2
ORD000915,2023-07-10,2023,7,Q3,CUST00318,SP002,Europe,Kenya,Furniture,Bookshelf,9,88.0,792.04,0.0,0.0,0.16,126.73,5.09,918.77,0.3233,297.04,Installment,Same Day,8,No,1.9
ORD000916,2024-06-30,2024,6,Q2,CUST00158,SP038,Europe,Kenya,Groceries,Cooking Oil 2L,6,5.1,30.6,0.15,4.59,0.16,4.16,5.83,30.17,0.269,8.12,Mobile Money,Economy,5,No,2.5
ORD000917,2024-01-14,2024,1,Q1,CUST00408,SP024,West Africa,Nigeria,Clothing,Formal Shirt,9,37.31,335.75,0.2,67.15,0.16,42.98,15.53,311.58,0.2133,66.46,Cash,Standard,13,No,4.0
ORD000918,2024-12-02,2024,12,Q4,CUST00988,SP039,East Africa,Egypt,Beauty,Sunscreen,2,15.23,30.46,0.0,0.0,0.16,4.87,2.54,35.33,0.1618,5.72,Mobile Money,Same Day,7,No,1.3
ORD000919,2024-07-11,2024,7,Q3,CUST00996,SP035,West Africa,Nigeria,Sports,Football,8,18.15,145.17,0.1,14.52,0.16,20.9,24.84,151.55,0.3889,58.94,Mobile Money,Standard,7,No,4.9
ORD000920,2024-04-27,2024,4,Q2,CUST00511,SP027,Middle East,Ethiopia,Groceries,Milk Powder,16,11.58,185.23,0.05,9.26,0.16,28.16,14.2,204.13,0.3855,78.69,Credit Card,Same Day,8,No,1.0
ORD000921,2022-12-09,2022,12,Q4,CUST00012,SP028,East Africa,Kenya,Sports,Dumbbells Set,10,87.23,872.29,0.2,174.46,0.16,111.65,16.99,809.48,0.3843,311.08,Mobile Money,Express,2,No,4.2
ORD000922,2023-01-12,2023,1,Q1,CUST00794,SP019,East Africa,Germany,Clothing,T-Shirt,9,14.88,133.89,0.25,33.47,0.16,16.07,7.81,116.49,0.3902,45.45,Bank Transfer,Economy,2,No,1.0
ORD000923,2022-02-17,2022,2,Q1,CUST00362,SP040,East Africa,Uganda,Beauty,Sunscreen,3,14.42,43.27,0.0,0.0,0.16,6.92,23.96,50.19,0.3399,17.06,Bank Transfer,Same Day,6,No,2.0
ORD000924,2022-09-14,2022,9,Q3,CUST00772,SP003,Southern Africa,Germany,Beauty,Shampoo,6,9.78,58.65,0.05,2.93,0.16,8.92,9.69,64.64,0.3848,24.87,Credit Card,Same Day,2,No,4.7
ORD000925,2023-04-26,2023,4,Q2,CUST00090,SP014,West Africa,Uganda,Beauty,Shampoo,6,10.78,64.69,0.05,3.23,0.16,9.83,4.94,71.29,0.3761,26.81,Credit Card,Standard,14,No,2.7
ORD000926,2023-05-31,2023,5,Q2,CUST00620,SP031,Southern Africa,Ethiopia,Furniture,Sofa,12,548.59,6583.07,0.15,987.46,0.16,895.3,12.46,6490.91,0.1705,1106.7,Mobile Money,Standard,2,No,2.4
ORD000927,2022-06-13,2022,6,Q2,CUST00375,SP036,Southern Africa,UAE,Sports,Tennis Racket,11,53.35,586.88,0.15,88.03,0.16,79.82,4.93,578.67,0.3672,212.49,Bank Transfer,Standard,10,No,3.6
ORD000928,2023-03-08,2023,3,Q1,CUST00458,SP006,West Africa,South Africa,Clothing,T-Shirt,14,16.63,232.76,0.0,0.0,0.16,37.24,24.13,270.0,0.2707,73.09,Mobile Money,Economy,2,No,4.1
ORD000929,2022-12-08,2022,12,Q4,CUST00697,SP037,West Africa,Tanzania,Beauty,Body Lotion,9,11.61,104.48,0.05,5.22,0.16,15.88,13.61,115.14,0.2567,29.56,Credit Card,Express,13,No,4.7
ORD000930,2024-03-24,2024,3,Q1,CUST01196,SP022,East Africa,Tanzania,Clothing,Formal Shirt,14,38.39,537.52,0.05,26.88,0.16,81.7,15.81,592.34,0.1219,72.21,Installment,Express,2,No,4.6
ORD000931,2022-07-30,2022,7,Q3,CUST01011,SP025,Europe,Tanzania,Furniture,Coffee Table,3,136.3,408.91,0.05,20.45,0.16,62.15,13.14,450.61,0.3695,166.5,Installment,Express,9,Yes,3.8
ORD000932,2022-07-15,2022,7,Q3,CUST00469,SP029,Europe,Tanzania,Groceries,Tea Bags,16,6.85,109.61,0.1,10.96,0.16,15.78,7.35,114.43,0.188,21.51,Bank Transfer,Standard,4,No,1.2
ORD000933,2022-05-11,2022,5,Q2,CUST00911,SP025,Middle East,South Africa,Groceries,Cooking Oil 2L,10,4.47,44.74,0.1,4.47,0.16,6.44,5.92,46.71,0.1515,7.08,Installment,Economy,13,No,2.2
ORD000934,2024-08-27,2024,8,Q3,CUST00238,SP002,North Africa,Uganda,Groceries,Sugar 1kg,11,2.14,23.52,0.0,0.0,0.16,3.76,24.21,27.28,0.3617,9.87,Mobile Money,Standard,4,No,2.2
ORD000935,2022-04-21,2022,4,Q2,CUST00208,SP035,East Africa,UAE,Groceries,Coffee Pack,9,9.06,81.54,0.1,8.15,0.16,11.74,9.3,85.13,0.089,7.58,Installment,Same Day,13,No,2.3
ORD000936,2022-02-23,2022,2,Q1,CUST00337,SP019,West Africa,Ethiopia,Clothing,Jacket,4,82.91,331.65,0.05,16.58,0.16,50.41,3.34,365.48,0.1476,53.94,Cash,Standard,8,No,1.4
ORD000937,2024-03-24,2024,3,Q1,CUST00286,SP005,Middle East,Kenya,Groceries,Coffee Pack,3,8.52,25.56,0.0,0.0,0.16,4.09,13.61,29.65,0.2471,7.33,Mobile Money,Economy,14,Yes,1.2
ORD000938,2024-12-09,2024,12,Q4,CUST00271,SP033,Middle East,Kenya,Beauty,Shampoo,11,9.67,106.37,0.0,0.0,0.16,17.02,7.61,123.39,0.3823,47.17,Mobile Money,Same Day,13,No,1.9
ORD000939,2022-06-20,2022,6,Q2,CUST01153,SP027,Middle East,Kenya,Clothing,Formal Shirt,9,30.35,273.15,0.2,54.63,0.16,34.96,18.25,253.48,0.2273,57.62,Cash,Economy,4,No,3.3
ORD000940,2022-08-01,2022,8,Q3,CUST00049,SP018,Europe,Germany,Electronics,Tablet,19,209.77,3985.6,0.15,597.84,0.16,542.04,10.69,3929.8,0.1386,544.67,Bank Transfer,Economy,8,No,1.0
ORD000941,2023-06-22,2023,6,Q2,CUST00898,SP005,North Africa,Germany,Groceries,Sugar 1kg,15,2.22,33.31,0.0,0.0,0.16,5.33,23.47,38.64,0.2464,9.52,Bank Transfer,Express,2,No,4.6
ORD000942,2022-11-15,2022,11,Q4,CUST01017,SP008,Europe,Uganda,Electronics,Camera,3,351.69,1055.06,0.1,105.51,0.16,151.93,12.02,1101.48,0.2938,323.61,Mobile Money,Same Day,6,No,4.7
ORD000943,2022-06-22,2022,6,Q2,CUST00751,SP019,Southern Africa,Uganda,Electronics,Laptop,1,407.91,407.91,0.15,61.19,0.16,55.48,17.56,402.2,0.3768,151.55,Bank Transfer,Express,5,No,3.5
ORD000944,2024-03-09,2024,3,Q1,CUST00881,SP011,East Africa,Egypt,Beauty,Shampoo,15,7.66,114.88,0.05,5.74,0.16,17.46,21.53,126.6,0.3543,44.85,Mobile Money,Standard,8,No,1.2
ORD000945,2023-09-26,2023,9,Q3,CUST00043,SP034,Middle East,Egypt,Electronics,Smartphone,11,294.26,3236.84,0.0,0.0,0.16,517.89,21.86,3754.73,0.3444,1293.13,Mobile Money,Express,11,No,4.9
ORD000946,2023-04-15,2023,4,Q2,CUST01076,SP016,East Africa,Egypt,Sports,Yoga Mat,20,23.6,471.99,0.05,23.6,0.16,71.74,14.74,520.13,0.2473,128.63,Credit Card,Economy,10,Yes,3.5
ORD000947,2023-05-22,2023,5,Q2,CUST00755,SP018,Middle East,Ethiopia,Electronics,Camera,7,290.13,2030.89,0.0,0.0,0.16,324.94,20.48,2355.83,0.3889,916.18,Installment,Economy,4,No,3.1
ORD000948,2023-08-05,2023,8,Q3,CUST01114,SP034,Middle East,Ghana,Clothing,Sneakers,2,83.49,166.99,0.05,8.35,0.16,25.38,7.7,184.02,0.3787,69.69,Installment,Economy,4,No,2.9
ORD000949,2024-06-26,2024,6,Q2,CUST00218,SP012,Middle East,Egypt,Groceries,Rice 5kg,7,7.41,51.85,0.15,7.78,0.16,7.05,15.85,51.12,0.3388,17.32,Cash,Express,5,No,1.5
ORD000950,2022-09-16,2022,9,Q3,CUST00858,SP012,Southern Africa,Uganda,Groceries,Tea Bags,4,7.12,28.46,0.05,1.42,0.16,4.33,2.76,31.37,0.3498,10.97,Mobile Money,Economy,13,No,4.2
ORD000951,2022-09-26,2022,9,Q3,CUST00971,SP026,North Africa,South Africa,Sports,Tennis Racket,9,40.29,362.63,0.15,54.39,0.16,49.32,9.68,357.56,0.388,138.73,Installment,Economy,7,No,3.0
ORD000952,2024-12-14,2024,12,Q4,CUST00069,SP029,West Africa,Nigeria,Furniture,Sofa,20,483.46,9669.11,0.0,0.0,0.16,1547.06,9.95,11216.17,0.1966,2205.1,Bank Transfer,Same Day,6,No,1.1
ORD000953,2022-12-16,2022,12,Q4,CUST00572,SP009,Middle East,Uganda,Groceries,Coffee Pack,10,11.87,118.67,0.1,11.87,0.16,17.09,22.1,123.89,0.4044,50.1,Bank Transfer,Economy,3,No,1.6
ORD000954,2022-02-28,2022,2,Q1,CUST00894,SP030,West Africa,Germany,Beauty,Body Lotion,10,13.17,131.67,0.05,6.58,0.16,20.01,12.89,145.1,0.1248,18.11,Installment,Economy,1,No,2.1
ORD000955,2022-03-13,2022,3,Q1,CUST01142,SP037,Southern Africa,Ethiopia,Sports,Tennis Racket,15,48.35,725.32,0.25,181.33,0.16,87.04,19.03,631.03,0.3787,238.97,Mobile Money,Same Day,11,No,4.7
ORD000956,2024-01-01,2024,1,Q1,CUST00865,SP011,Middle East,Ethiopia,Electronics,Headphones,17,67.48,1147.12,0.0,0.0,0.16,183.54,12.84,1330.66,0.1572,209.18,Bank Transfer,Express,8,No,2.8
ORD000957,2023-10-29,2023,10,Q4,CUST00138,SP011,Southern Africa,South Africa,Electronics,Smart Watch,4,126.23,504.92,0.05,25.25,0.16,76.75,9.22,556.42,0.2692,149.79,Installment,Same Day,6,No,4.8
ORD000958,2024-09-02,2024,9,Q3,CUST00134,SP032,Middle East,Egypt,Furniture,Office Chair,14,151.87,2126.22,0.15,318.93,0.16,289.17,23.61,2096.46,0.2754,577.37,Cash,Same Day,7,Yes,2.1
ORD000959,2024-08-14,2024,8,Q3,CUST00179,SP020,East Africa,UAE,Beauty,Lipstick,8,11.65,93.21,0.05,4.66,0.16,14.17,16.37,102.72,0.3983,40.91,Credit Card,Economy,3,No,4.9
ORD000960,2023-07-12,2023,7,Q3,CUST00539,SP036,Europe,Egypt,Beauty,Sunscreen,18,13.99,251.74,0.0,0.0,0.16,40.28,16.74,292.02,0.1726,50.4,Installment,Same Day,2,No,4.8
ORD000961,2024-06-30,2024,6,Q2,CUST00733,SP039,North Africa,Tanzania,Beauty,Perfume,12,61.3,735.63,0.15,110.34,0.16,100.05,13.3,725.34,0.2233,161.97,Installment,Standard,11,No,3.8
ORD000962,2022-10-04,2022,10,Q4,CUST00973,SP015,North Africa,Ethiopia,Furniture,Coffee Table,9,122.46,1102.15,0.1,110.22,0.16,158.71,6.27,1150.64,0.129,148.43,Mobile Money,Standard,1,No,4.0
ORD000963,2022-12-29,2022,12,Q4,CUST00822,SP002,Middle East,Ethiopia,Beauty,Sunscreen,12,17.7,212.43,0.1,21.24,0.16,30.59,21.2,221.78,0.2652,58.82,Installment,Standard,8,No,1.1
ORD000964,2024-07-24,2024,7,Q3,CUST01039,SP031,Europe,Ghana,Electronics,Smart Watch,3,138.54,415.62,0.05,20.78,0.16,63.17,18.98,458.01,0.2129,97.51,Installment,Standard,13,Yes,1.9
ORD000965,2024-06-09,2024,6,Q2,CUST00499,SP005,Middle East,Ethiopia,Groceries,Cooking Oil 2L,19,4.82,91.63,0.0,0.0,0.16,14.66,10.78,106.29,0.2312,24.57,Bank Transfer,Standard,14,No,1.8
ORD000966,2024-12-08,2024,12,Q4,CUST00282,SP025,West Africa,South Africa,Beauty,Sunscreen,14,17.75,248.48,0.1,24.85,0.16,35.78,23.55,259.41,0.1038,26.93,Credit Card,Economy,6,Yes,4.8
ORD000967,2024-12-29,2024,12,Q4,CUST00248,SP035,North Africa,Germany,Furniture,Standing Desk,5,316.8,1584.01,0.05,79.2,0.16,240.77,9.91,1745.58,0.3634,634.34,Bank Transfer,Same Day,4,No,2.6
ORD000968,2023-09-27,2023,9,Q3,CUST00050,SP028,East Africa,Tanzania,Electronics,Tablet,12,187.22,2246.62,0.05,112.33,0.16,341.49,2.9,2475.78,0.2001,495.4,Cash,Economy,12,No,3.4
ORD000969,2023-12-13,2023,12,Q4,CUST00332,SP040,Southern Africa,Egypt,Furniture,Coffee Table,6,130.96,785.75,0.0,0.0,0.16,125.72,8.0,911.47,0.2964,270.16,Cash,Same Day,1,Yes,2.1
ORD000970,2024-09-13,2024,9,Q3,CUST00177,SP011,Europe,Ghana,Clothing,T-Shirt,5,17.69,88.47,0.1,8.85,0.16,12.74,10.48,92.36,0.295,27.25,Bank Transfer,Economy,13,No,2.0
ORD000971,2023-04-11,2023,4,Q2,CUST01169,SP001,West Africa,Tanzania,Groceries,Milk Powder,9,11.19,100.7,0.1,10.07,0.16,14.5,20.86,105.13,0.2963,31.15,Installment,Economy,10,No,2.7
ORD000972,2022-07-03,2022,7,Q3,CUST00383,SP038,Middle East,Ethiopia,Groceries,Cooking Oil 2L,18,4.79,86.2,0.1,8.62,0.16,12.41,20.12,89.99,0.1596,14.36,Installment,Standard,8,No,2.3
ORD000973,2024-06-23,2024,6,Q2,CUST00403,SP019,Middle East,Ghana,Clothing,T-Shirt,17,13.36,227.19,0.0,0.0,0.16,36.35,11.95,263.54,0.1156,30.47,Cash,Standard,5,No,4.0
ORD000974,2023-09-23,2023,9,Q3,CUST00914,SP027,Europe,South Africa,Clothing,Formal Shirt,1,33.87,33.87,0.0,0.0,0.16,5.42,18.12,39.29,0.104,4.09,Mobile Money,Express,7,No,3.5
ORD000975,2024-01-20,2024,1,Q1,CUST01119,SP019,Europe,Germany,Furniture,Coffee Table,14,137.18,1920.54,0.05,96.03,0.16,291.92,7.25,2116.43,0.2735,578.84,Cash,Same Day,7,No,3.8
ORD000976,2024-04-24,2024,4,Q2,CUST00765,SP003,Europe,Nigeria,Electronics,Tablet,19,179.21,3404.9,0.1,340.49,0.16,490.31,22.48,3554.72,0.1122,398.84,Cash,Same Day,2,No,3.2
ORD000977,2023-06-17,2023,6,Q2,CUST01142,SP004,East Africa,Egypt,Clothing,Dress,6,65.78,394.7,0.0,0.0,0.16,63.15,3.41,457.85,0.2154,98.62,Cash,Same Day,14,No,4.6
ORD000978,2022-11-15,2022,11,Q4,CUST00539,SP004,West Africa,Uganda,Clothing,Jacket,1,74.16,74.16,0.15,11.12,0.16,10.09,11.17,73.13,0.3779,27.64,Bank Transfer,Same Day,2,No,1.3
ORD000979,2023-09-14,2023,9,Q3,CUST00979,SP015,Southern Africa,Kenya,Furniture,Office Chair,5,165.18,825.9,0.0,0.0,0.16,132.14,20.61,958.04,0.1063,101.84,Mobile Money,Same Day,14,No,4.0
ORD000980,2022-01-22,2022,1,Q1,CUST00137,SP030,East Africa,Ghana,Beauty,Body Lotion,6,10.89,65.33,0.1,6.53,0.16,9.41,13.75,68.21,0.3012,20.54,Bank Transfer,Economy,2,No,2.0
ORD000981,2022-01-01,2022,1,Q1,CUST00380,SP001,North Africa,South Africa,Sports,Bicycle,2,186.68,373.37,0.2,74.67,0.16,47.79,20.72,346.49,0.2257,78.2,Bank Transfer,Express,5,No,3.5
ORD000982,2024-12-07,2024,12,Q4,CUST01193,SP033,Europe,Uganda,Furniture,Bookshelf,14,72.99,1021.86,0.1,102.19,0.16,147.15,5.82,1066.82,0.3723,397.18,Bank Transfer,Express,2,No,4.7
ORD000983,2022-10-07,2022,10,Q4,CUST00847,SP008,North Africa,Kenya,Beauty,Sunscreen,6,13.66,81.97,0.0,0.0,0.16,13.12,7.79,95.09,0.3326,31.63,Cash,Express,14,No,2.2
ORD000984,2023-12-06,2023,12,Q4,CUST00238,SP022,Europe,Egypt,Electronics,Headphones,14,64.57,903.92,0.05,45.2,0.16,137.4,11.18,996.12,0.1203,119.83,Mobile Money,Economy,13,No,4.9
ORD000985,2023-08-11,2023,8,Q3,CUST01147,SP005,Europe,Ethiopia,Sports,Bicycle,13,175.15,2276.94,0.1,227.69,0.16,327.88,21.76,2377.13,0.1794,426.46,Credit Card,Economy,3,No,1.7
ORD000986,2024-08-18,2024,8,Q3,CUST00082,SP017,West Africa,Uganda,Electronics,Tablet,9,193.22,1738.98,0.1,173.9,0.16,250.41,24.01,1815.49,0.2966,538.47,Mobile Money,Same Day,4,No,4.8
ORD000987,2022-01-18,2022,1,Q1,CUST00476,SP032,Middle East,Nigeria,Electronics,Smart Watch,11,119.45,1313.94,0.0,0.0,0.16,210.23,3.31,1524.17,0.1384,210.95,Mobile Money,Same Day,14,No,1.2
ORD000988,2024-10-04,2024,10,Q4,CUST00415,SP009,Southern Africa,Kenya,Groceries,Sugar 1kg,12,2.16,25.97,0.05,1.3,0.16,3.95,23.63,28.62,0.3526,10.09,Bank Transfer,Express,13,No,2.3
ORD000989,2024-09-04,2024,9,Q3,CUST00302,SP013,East Africa,UAE,Clothing,Jacket,12,64.33,771.99,0.05,38.6,0.16,117.34,18.06,850.73,0.1628,138.5,Mobile Money,Economy,4,No,3.8
ORD000990,2023-09-06,2023,9,Q3,CUST00616,SP040,East Africa,Tanzania,Electronics,Laptop,2,359.27,718.55,0.1,71.86,0.16,103.47,13.13,750.16,0.3623,271.78,Mobile Money,Standard,13,No,4.4
ORD000991,2022-01-19,2022,1,Q1,CUST00273,SP015,Southern Africa,Tanzania,Clothing,Formal Shirt,9,40.44,363.94,0.2,72.79,0.16,46.58,7.61,337.73,0.171,57.75,Bank Transfer,Standard,2,Yes,1.7
ORD000992,2024-05-31,2024,5,Q2,CUST00801,SP021,Europe,Germany,Furniture,Sofa,18,599.98,10799.72,0.15,1619.96,0.16,1468.76,8.53,10648.52,0.1539,1638.81,Credit Card,Same Day,8,No,4.7
ORD000993,2023-08-23,2023,8,Q3,CUST00023,SP015,North Africa,Germany,Clothing,T-Shirt,13,17.17,223.22,0.0,0.0,0.16,35.72,17.28,258.94,0.4002,103.63,Mobile Money,Standard,4,No,1.6
ORD000994,2023-04-19,2023,4,Q2,CUST00762,SP016,Middle East,Ghana,Electronics,Headphones,3,53.64,160.92,0.05,8.05,0.16,24.46,11.67,177.33,0.2964,52.56,Bank Transfer,Economy,10,No,4.5
ORD000995,2022-01-15,2022,1,Q1,CUST00123,SP002,West Africa,Uganda,Groceries,Cooking Oil 2L,14,4.6,64.43,0.05,3.22,0.16,9.79,2.72,71.0,0.2635,18.71,Cash,Economy,8,No,4.5
ORD000996,2024-02-05,2024,2,Q1,CUST01045,SP026,East Africa,Ethiopia,Electronics,Smart Watch,19,109.4,2078.69,0.0,0.0,0.16,332.59,24.22,2411.28,0.0965,232.69,Installment,Express,8,No,4.0
ORD000997,2023-01-22,2023,1,Q1,CUST00025,SP023,East Africa,UAE,Sports,Dumbbells Set,4,103.83,415.34,0.2,83.07,0.16,53.16,17.31,385.43,0.1758,67.76,Installment,Standard,11,No,4.6
ORD000998,2024-04-23,2024,4,Q2,CUST00231,SP033,Europe,Ghana,Groceries,Rice 5kg,14,9.12,127.62,0.05,6.38,0.16,19.4,20.15,140.64,0.1221,17.17,Cash,Same Day,4,No,1.3
ORD000999,2024-06-14,2024,6,Q2,CUST01075,SP039,North Africa,Uganda,Groceries,Rice 5kg,5,7.95,39.76,0.2,7.95,0.16,5.09,16.79,36.9,0.1342,4.95,Credit Card,Economy,3,No,4.7
ORD001000,2024-03-19,2024,3,Q1,CUST00545,SP015,East Africa,Germany,Furniture,Bookshelf,17,71.47,1215.02,0.1,121.5,0.16,174.96,18.42,1268.48,0.1693,214.75,Cash,Standard,10,No,2.9
ORD001001,2023-05-27,2023,5,Q2,CUST01200,SP021,Southern Africa,Germany,Furniture,Sofa,2,580.5,1161.0,0.1,116.1,0.16,167.18,2.9,1212.08,0.1262,152.96,Installment,Economy,9,No,2.2
ORD001002,2022-12-01,2022,12,Q4,CUST01087,SP004,West Africa,Uganda,Groceries,Sugar 1kg,11,2.11,23.18,0.05,1.16,0.16,3.52,10.95,25.54,0.3859,9.86,Mobile Money,Economy,3,No,1.0
ORD001003,2024-03-09,2024,3,Q1,CUST00019,SP037,North Africa,Ghana,Clothing,Jacket,18,89.4,1609.18,0.15,241.38,0.16,218.85,23.51,1586.65,0.1089,172.79,Cash,Express,11,Yes,3.3
ORD001004,2024-02-14,2024,2,Q1,CUST00622,SP005,Middle East,Ethiopia,Groceries,Cooking Oil 2L,11,4.74,52.18,0.0,0.0,0.16,8.35,24.01,60.53,0.3722,22.53,Cash,Standard,3,No,1.2
ORD001005,2023-03-28,2023,3,Q1,CUST00281,SP033,West Africa,Germany,Sports,Running Shoes,18,60.42,1087.49,0.25,271.87,0.16,130.5,23.15,946.12,0.2429,229.81,Cash,Economy,3,No,1.0
ORD001006,2023-06-23,2023,6,Q2,CUST00655,SP028,West Africa,Ghana,Electronics,Headphones,15,71.63,1074.43,0.1,107.44,0.16,154.72,24.97,1121.71,0.1332,149.41,Mobile Money,Economy,10,No,2.7
ORD001007,2022-06-12,2022,6,Q2,CUST00500,SP008,Middle East,Germany,Beauty,Lipstick,4,11.68,46.73,0.0,0.0,0.16,7.48,3.62,54.21,0.2592,14.05,Credit Card,Economy,1,No,1.2
ORD001008,2024-05-14,2024,5,Q2,CUST00984,SP022,Middle East,Egypt,Furniture,Standing Desk,7,352.4,2466.83,0.1,246.68,0.16,355.22,3.47,2575.37,0.3728,960.1,Credit Card,Same Day,7,No,4.4
ORD001009,2023-05-06,2023,5,Q2,CUST00438,SP009,West Africa,Germany,Clothing,Formal Shirt,17,30.82,523.89,0.1,52.39,0.16,75.44,23.45,546.94,0.3826,209.26,Credit Card,Economy,5,No,1.2
ORD001010,2024-11-24,2024,11,Q4,CUST00387,SP016,Southern Africa,Kenya,Groceries,Rice 5kg,2,8.46,16.92,0.15,2.54,0.16,2.3,2.7,16.68,0.201,3.35,Cash,Economy,14,No,3.2
ORD001011,2023-07-11,2023,7,Q3,CUST00973,SP033,Middle East,Egypt,Clothing,Formal Shirt,6,32.94,197.62,0.0,0.0,0.16,31.62,22.36,229.24,0.3078,70.56,Bank Transfer,Same Day,14,No,3.1
ORD001012,2023-08-07,2023,8,Q3,CUST00980,SP005,Southern Africa,Kenya,Furniture,Office Chair,4,163.27,653.07,0.0,0.0,0.16,104.49,22.14,757.56,0.1024,77.57,Mobile Money,Standard,7,No,3.2
